Promedio de calificaciones por curso:
Curso:  Assisting Public Sector Decision Makers With Policy Analysis, Promedio: 4.80
Curso: Security Analyst Fundamentals Specialization, Promedio: 4.80
Curso: Security Best Practices in Google Cloud, Promedio: 4.60
Curso: Security and Privacy for Big Data - Part 1, Promedio: 4.70
Curso: Security and Privacy for Big Data - Part 2, Promedio: 4.70
Curso: Security in Google Cloud Specialization, Promedio: 4.70
Curso: Security in Google Cloud 日本語版 Specialization, Promedio: 4.90
Curso: Seeing Through Photographs, Promedio: 4.80
Curso: Seismology to Earthquake Engineering, Promedio: 4.00
Curso: Selenium WebDriver with Python, Promedio: 3.10
Curso: Self-Driving Cars Specialization, Promedio: 4.70
Curso: Semiconductor Devices Specialization, Promedio: 4.40
Curso: Semiconductor Packaging Manufacturing , Promedio: 4.80
Curso: Semiconductor Packaging Specialization, Promedio: 4.60
Curso: Semiconductor Physics, Promedio: 4.40
Curso: Sensor Manufacturing and Process Control, Promedio: 4.60
Curso: Sensors and Sensor Circuit Design, Promedio: 4.60
Curso: Sequences, Time Series and Prediction, Promedio: 4.70
Curso: Serverless Data Processing with Dataflow Specialization, Promedio: 4.10
Curso: Service Transformed: Lessons in U.S. Veteran Centered Care, Promedio: 4.30
Curso: Severe to Profound Intellectual Disability: Circles of Care and Education, Promedio: 4.80
Curso: Sexualidad...mucho más que sexo, Promedio: 4.80
Curso: Share Data Through the Art of Visualization, Promedio: 4.60
Curso: Silicon Thin Film Solar Cells, Promedio: 4.30
Curso: Simple Regression Analysis in Public Health , Promedio: 4.70
Curso: Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360, Promedio: 4.80
Curso: Singing Popular Music, Promedio: 4.50
Curso: Sistemas difusos, Promedio: 5.00
Curso: Site Reliability Engineering: Measuring and Managing Reliability, Promedio: 4.50
Curso: Six Sigma Black Belt Specialization, Promedio: 4.50
Curso: Sleep: Neurobiology, Medicine, and Society, Promedio: 4.80
Curso: Smart Analytics, Machine Learning, and AI on GCP 日本語版, Promedio: 4.50
Curso: Smart Analytics, Machine Learning, and AI on Google Cloud, Promedio: 4.60
Curso: So You Think You Know Tango?, Promedio: 4.60
Curso: Social Determinants of Health , Promedio: 4.70
Curso: Social Media and Social Content Strategy, Promedio: 4.40
Curso: Social Network Analysis, Promedio: 4.70
Curso: Social Policy for Social Services & Health Practitioners  Specialization, Promedio: 4.80
Curso: Social Work Practice: Advocating Social Justice and Change, Promedio: 4.80
Curso: Software Architecture Patterns for Big Data, Promedio: 3.30
Curso: Software Architecture for Big Data Specialization, Promedio: 3.10
Curso: Software Developer Career Guide and Interview Preparation, Promedio: 4.70
Curso: Software Development Lifecycle Specialization, Promedio: 4.60
Curso: Software Engineering Specialization, Promedio: 4.50
Curso: Software Engineering Tools and Practices Specialization, Promedio: 3.80
Curso: Software Product Management Specialization, Promedio: 4.70
Curso: Software Testing and Automation Specialization, Promedio: 4.20
Curso: Solar Energy Basics, Promedio: 4.80
Curso: Solar Energy Codes, Permitting and Zoning, Promedio: 4.70
Curso: Solar Energy Systems Overview, Promedio: 4.70
Curso: Solar Energy and Electrical System Design, Promedio: 4.70
Curso: Solar Energy for Engineers, Architects and Code Inspectors Specialization, Promedio: 4.70
Curso: Solve Business Problems with AI and Machine Learning, Promedio: 4.50
Curso: Solving Problems with Creative and Critical Thinking, Promedio: 4.60
Curso: Songwriting: Writing the Lyrics, Promedio: 4.80
Curso: Songwriting: Writing, Arranging, and Producing Music Specialization, Promedio: 4.80
Curso: Sound and Sonification Design for Interactive Learning Tools, Promedio: 3.90
Curso: Sound the Alarm: Detection and Response, Promedio: 4.80
Curso: Space Medicine, Promedio: 4.80
Curso: Spacecraft Dynamics Capstone: Mars Mission, Promedio: 4.60
Curso: Spacecraft Dynamics and Control Specialization, Promedio: 4.80
Curso: Speaking and Presenting: Conversation Starters, Promedio: 4.60
Curso: Speaking and Presenting: Pitches and Persuasion, Promedio: 4.60
Curso: Speaking and Presenting: Poise, Promedio: 4.60
Curso: Speaking and Presenting: Tact, Promedio: 4.50
Curso: Specialty Topics: Biology Across Disciplines, Promedio: 4.50
Curso: Splunk Knowledge Manager 101, Promedio: 4.80
Curso: Splunk Search Expert 101, Promedio: 4.70
Curso: Splunk Search Expert 102, Promedio: 4.70
Curso: Splunk Search Expert 103, Promedio: 4.80
Curso: Sports Performance Analytics Specialization, Promedio: 4.50
Curso: Stakeholder Management  , Promedio: 4.90
Curso: Start the UX Design Process: Empathize, Define, and Ideate, Promedio: 4.80
Curso: Starting Your Career with AWS Cloud Specialization, Promedio: 4.80
Curso: State Estimation and Localization for Self-Driving Cars, Promedio: 4.70
Curso: Statistical Analysis with R for Public Health Specialization, Promedio: 4.70
Curso: Statistical Inference and Hypothesis Testing in Data Science Applications, Promedio: 4.80
Curso: Statistical Inference for Estimation in Data Science, Promedio: 4.10
Curso: Statistical Modeling for Data Science Applications Specialization, Promedio: 4.20
Curso: Statistical Thermodynamics Specialization, Promedio: 4.40
Curso: Statistics with Python Specialization, Promedio: 4.60
Curso: Strategic Leadership: Impact, Change, and Decision-Making Specialization, Promedio: 4.90
Curso: Strategies for Assisted Living Communities during COVID-19, Promedio: 4.80
Curso: Strategies for Converting and Retaining Customers Online, Promedio: 4.70
Curso: Strategies for Senior Housing Communities during COVID-19, Promedio: 4.80
Curso: Strategising: Management for Global Competitive Advantage Specialization, Promedio: 4.80
Curso: Street Experiments for Sustainable and Resilient cities, Promedio: 4.80
Curso: Structured Approach to Problem Solving, Promedio: 4.70
Curso: Study Designs in Epidemiology, Promedio: 4.80
Curso: Studying at Japanese Universities, Promedio: 4.80
Curso: Successful Negotiation: Essential Strategies and Skills, Promedio: 4.80
Curso: Suffering and the Human Condition, Promedio: 4.60
Curso: Suicide Prevention, Promedio: 4.60
Curso: Summary Statistics in Public Health , Promedio: 4.80
Curso: Superbosses: Managing Talent & Leadership, Promedio: 4.90
Curso: Supervised Machine Learning: Regression and Classification , Promedio: 4.90
Curso: Supply Chain Analytics Specialization, Promedio: 4.50
Curso: Supply Chain Finance and Blockchain Technology Specialization, Promedio: 4.60
Curso: Supply Chain Planning, Promedio: 4.50
Curso: Supporting Families and Caregivers, Promedio: 4.50
Curso: Surveillance Systems: Analysis, Dissemination, and Special Systems, Promedio: 4.70
Curso: Surveillance Systems: The Building Blocks, Promedio: 4.70
Curso: Survival Analysis in R for Public Health, Promedio: 4.50
Curso: Sustainable Cities and Communities Specialization, Promedio: 4.70
Curso: Sustainable Fashion, Promedio: 4.80
Curso: Sustainable Urban Regeneration, Promedio: 4.80
Curso: Sustainable Urban Water Systems, Promedio: 4.90
Curso: Swift 5 iOS Application Developer Specialization, Promedio: 4.50
Curso: Symptom Management in Palliative Care, Promedio: 4.50
Curso: Systems Engineering, Promedio: 4.80
Curso: Tableau Business Intelligence Analyst  Professional Certificate, Promedio: 4.70
Curso: Taiwan Law in Focus: Economy, Society and Democracy, Promedio: 4.80
Curso: Talend Data Integration Certification Preparation training, Promedio: 4.70
Curso: Talent Acquisition, Promedio: 4.80
Curso: Tally Bookkeeper Professional Certificate, Promedio: 4.60
Curso: Teacher SEL: Programs, Possibilities, and Contexts, Promedio: 4.70
Curso: Teaching Children with Visual Impairment: Creating Empowering Classrooms, Promedio: 4.90
Curso: Teaching Popular Music in the Classroom, Promedio: 4.70
Curso: Teaching Writing Process, Promedio: 4.30
Curso: Teaching Writing Specialization, Promedio: 4.20
Curso: Teaching and Assessing Clinical Skills, Promedio: 4.70
Curso: Teaching in University Science Laboratories (Developing Best Practice), Promedio: 4.60
Curso: Teaching with Art: Using Inquiry, Activities, and Themes Specialization, Promedio: 4.90
Curso: Teamwork Skills: Communicating Effectively in Groups, Promedio: 4.70
Curso: Technical Communication Specialization, Promedio: 4.20
Curso: Techniques of Design-Oriented Analysis, Promedio: 4.70
Curso: Technology Commercialization, Part 1: Setting up your Idea Filtering System, Promedio: 4.20
Curso: Tecnologías para la Innovación Educativa, Promedio: 5.00
Curso: TensorFlow on Google Cloud, Promedio: 4.40
Curso: TensorFlow: Advanced Techniques Specialization, Promedio: 4.80
Curso: TensorFlow: Data and Deployment Specialization, Promedio: 4.70
Curso: Terrorism and Counterterrorism: Comparing Theory and Practice, Promedio: 4.80
Curso: Text Marketing Analytics Specialization, Promedio: 3.90
Curso: Textual Elements of Design: Fonts, Typography, and Spacing, Promedio: 4.70
Curso: The 360º Corporation: Tools for Achieving Corporate Purpose, Promedio: 4.80
Curso: The ABC of sustainability , Promedio: 4.60
Curso: The Art and Science of Economic Policy, Promedio: 4.60
Curso: The Art of Music Production, Promedio: 4.80
Curso: The Art of Visual Storytelling Specialization, Promedio: 4.70
Curso: The Art of Vocal Production, Promedio: 4.70
Curso: The Basics of Trauma Surgery, Promedio: 4.50
Curso: The Big Stuff: Evolution and Ecology, Promedio: 4.60
Curso: The Blues: Understanding and Performing an American Art Form, Promedio: 4.80
Curso: The Business of Music Production Specialization, Promedio: 4.90
Curso: The Business of Product Management I, Promedio: 4.50
Curso: The Business of Product Management II, Promedio: 4.70
Curso: The Changing Status and Perception of Animals, Promedio: 4.70
Curso: The Classical Linear Regression Model, Promedio: 3.40
Curso: The Construction Industry: The Way Forward, Promedio: 4.70
Curso: The Cosmopolitan Medieval Arabic World, Promedio: 4.80
Curso: The DIY Musician Specialization, Promedio: 4.70
Curso: The Data Science of Health Informatics, Promedio: 4.60
Curso: The Diversity of Exoplanets, Promedio: 4.80
Curso: The Engineering of Structures Around Us Specialization, Promedio: 4.90
Curso: The Finite Element Method for Problems in Physics, Promedio: 4.60
Curso: The Foundations of Cybersecurity, Promedio: 4.80
Curso: The Full Stack, Promedio: 4.60
Curso: The Future of Payment Technologies, Promedio: 4.70
Curso: The GRC Approach to Managing Cybersecurity, Promedio: 4.80
Curso: The Growth Mindset, Promedio: 4.80
Curso: The History of Medicine: Philosophy, Science, and Psychology, Promedio: 4.80
Curso: The Holocaust: The Destruction of European Jewry, Promedio: 4.60
Curso: The Influence of Social Determinants on Health Specialization, Promedio: 4.60
Curso: The Integration of Art and Science in Modern Dental Medicine Specialization, Promedio: 4.80
Curso: The Journey to Diversity, Inclusion and Belonging Specialization, Promedio: 4.20
Curso: The Language of Design: Form and Meaning, Promedio: 4.60
Curso: The Little Stuff: Energy, Cells, and Genetics, Promedio: 4.60
Curso: The Music of the Beatles, Promedio: 4.80
Curso: The Music of the Rolling Stones, 1962-1974, Promedio: 4.80
Curso: The Nature of Data and Relational Database Design, Promedio: 4.50
Curso: The Nature of Genius, Promedio: 4.80
Curso: The Need for Systems Engineering, Promedio: 4.80
Curso: The Neuroscience of Personal Excellence, Promedio: 4.70
Curso: The North Awakens, Promedio: 4.30
Curso: The Nuts and Bolts of Machine Learning, Promedio: 4.80
Curso: The Outcomes and Interventions of Health Informatics, Promedio: 4.50
Curso: The Path to Insights: Data Models and Pipelines, Promedio: 4.70
Curso: The Piano Sonata: Origins to Mozart, Promedio: 4.90
Curso: The Piano Sonata: Russian and 20th-21st Century Composers, Promedio: 4.80
Curso: The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats, Promedio: 4.80
Curso: The Power of Statistics, Promedio: 4.80
Curso: The Science of Success: What Researchers Know that You Should Know, Promedio: 4.80
Curso: The Science of Well-Being for Teens, Promedio: 4.90
Curso: The Singer Songwriter Specialization, Promedio: 4.80
Curso: The Social and Technical Context of Health Informatics, Promedio: 4.20
Curso: The Sun and the Total Eclipse of August 2017, Promedio: 4.60
Curso: The Sustainability Imperative, Promedio: 4.90
Curso: The Teacher's Social and Emotional Learning, Promedio: 4.70
Curso: The Technology of Music Production, Promedio: 4.80
Curso: Theory of Angular Momentum, Promedio: 4.00
Curso: Think Outside the Inbox: Email Marketing, Promedio: 4.80
Curso: Tidyverse Skills for Data Science in R Specialization, Promedio: 4.60
Curso: Tools for Data Science, Promedio: 4.50
Curso: Tools for Exploratory Data Analysis in Business, Promedio: 4.80
Curso: Tools of the Trade: Linux and SQL, Promedio: 4.80
Curso: Total Data Quality Specialization, Promedio: 4.40
Curso: Trade, Immigration and Exchange Rates in a Globalized World, Promedio: 4.80
Curso: Training and Learning Online, Promedio: 4.70
Curso: Transformación digital de Gobiernos Specialization, Promedio: 4.80
Curso: Transformer Models and BERT Model, Promedio: 3.70
Curso: Transforming the Fashion Business Specialization, Promedio: 4.70
Curso: Transgender Medicine for General Medical Providers, Promedio: 4.80
Curso: Transistor - Field Effect Transistor and Bipolar Junction Transistor, Promedio: 4.20
Curso: Transitions in Care from Survivorship to Hospice, Promedio: 4.30
Curso: Translating Basic Research into Research for Humans , Promedio: 4.50
Curso: Translational Science  Specialization, Promedio: 4.10
Curso: Transmission electron microscopy for materials science, Promedio: 4.60
Curso: Trees and Graphs: Basics, Promedio: 4.70
Curso: Tropical Forest Landscapes 101: Conservation & Restoration, Promedio: 4.90
Curso: Troubleshooting and Debugging Techniques, Promedio: 4.60
Curso: Trustworthy Generative AI, Promedio: 4.80
Curso: Turn Ethical Frameworks into Actionable Steps, Promedio: 4.60
Curso: U.S. Health Law Fundamentals, Promedio: 4.90
Curso: US Social Services Compared, Promedio: 4.80
Curso: US Social Services: Where did they come from?, Promedio: 4.90
Curso: UX Design: From Concept to Prototype, Promedio: 4.80
Curso: UX Research at Scale: Surveys, Analytics, Online Testing, Promedio: 4.30
Curso: Ukraine: History, Culture and Identities, Promedio: 4.70
Curso: Uncommon Sense Teaching Specialization, Promedio: 5.00
Curso: Understanding Clinical Research: Behind the Statistics, Promedio: 4.80
Curso: Understanding Medical Research: Your Facebook Friend is Wrong, Promedio: 4.90
Curso: Understanding Modern Physics I: Relativity and Cosmology, Promedio: 4.70
Curso: Understanding Modern Physics II: Quantum Mechanics and Atoms, Promedio: 4.60
Curso: Understanding Modern Physics III: Simplicity and Complexity, Promedio: 4.80
Curso: Understanding Patient Perspectives on Medications, Promedio: 4.80
Curso: Understanding and Visualizing Data with Python, Promedio: 4.70
Curso: Understanding economic policymaking, Promedio: 4.80
Curso: Unix System Basics, Promedio: 4.60
Curso: Unix and Bash for Beginners Specialization, Promedio: 4.30
Curso: Unraveling the Cycling City, Promedio: 4.90
Curso: Unsupervised Learning, Recommenders, Reinforcement Learning, Promedio: 4.90
Curso: Urban Air Mobility, Promedio: 4.60
Curso: Urban Nature: Connecting Cities, Sustainability and Innovation, Promedio: 4.70
Curso: Use Tableau for Your Data Science Workflow Specialization, Promedio: 4.00
Curso: User Experience & Interaction Design for AR/VR/MR/XR, Promedio: 4.70
Curso: User Experience Research and Design Specialization, Promedio: 4.80
Curso: Using Databases with Python, Promedio: 4.80
Curso: Using Machine Learning in Trading and Finance, Promedio: 3.90
Curso: Using Public Policy for Social Change, Promedio: 4.90
Curso: Using Python to Access Web Data, Promedio: 4.80
Curso: Using Python to Interact with the Operating System, Promedio: 4.70
Curso: Uso prudente de antimicrobianos en el entorno hospitalario, Promedio: 4.90
Curso: Validity and Bias in Epidemiology, Promedio: 4.90
Curso: Value-Based Care Specialization, Promedio: 4.60
Curso: Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System, Promedio: 4.70
Curso: Value-Based Care: Managing Processes to Improve Outcomes, Promedio: 4.70
Curso: Value-Based Care: Population Health, Promedio: 4.70
Curso: Value-Based Care: Quality Improvement in Organizations, Promedio: 4.80
Curso: Value-Based Care: Reimbursement Models, Promedio: 4.50
Curso: Valuing nature and people to inform business decision-making, Promedio: 4.70
Curso: Ve a lo seguro: Gestiona los riesgos de seguridad, Promedio: 4.90
Curso: Vector Calculus for Engineers, Promedio: 4.80
Curso: Version Control, Promedio: 4.60
Curso: Virtual Agent Development in Dialogflow CX for Citizen Devs, Promedio: 4.50
Curso: Virtual Agent Development in Dialogflow CX for Software Devs, Promedio: 3.80
Curso: Virtual Reality Specialization, Promedio: 4.70
Curso: Visionary leadership, identity & motivation: Become a meaning maker, Promedio: 4.80
Curso: Visual Perception for Self-Driving Cars, Promedio: 4.70
Curso: Visualizing Women's Work: Using Art Media for Social Justice, Promedio: 4.50
Curso: Vital Skills for Data Science Specialization, Promedio: 4.50
Curso: Vivre avec le TDAH à travers les âges, Promedio: 4.90
Curso: Voces de cambio social, Promedio: 4.80
Curso: Voice Disorders: What Patients and Professionals Need to Know, Promedio: 4.90
Curso: Vozes da Mudança Social, Promedio: 4.70
Curso: Vulnerabilidades y pruebas de penetración, Promedio: 4.60
Curso: Water in the Western United States, Promedio: 4.80
Curso: Water: an essential resource, Promedio: 4.70
Curso: Web Application Technologies and Django, Promedio: 4.70
Curso: Web Applications for Everybody Specialization, Promedio: 4.80
Curso: Web Design for Everybody: Basics of Web Development & Coding Specialization, Promedio: 4.80
Curso: Web Technologies and Security Specialization, Promedio: 4.40
Curso: Web3 and Blockchain Leadership for Transformation, Promedio: 4.60
Curso: Web3 and Blockchain Transformations in Global Supply Chains, Promedio: 4.60
Curso: Web3 and Blockchain in Global Commerce Specialization, Promedio: 4.60
Curso: Weight Management: Beyond Balancing Calories, Promedio: 4.70
Curso: Welcome to Game Theory, Promedio: 4.70
Curso: Welcome to Munich, Promedio: 4.50
Curso: What is Climate Change?, Promedio: 4.80
Curso: What is Data Science? , Promedio: 4.70
Curso: What is the Metaverse?, Promedio: 4.60
Curso: WhatsApp Business Platform for Developers, Promedio: 4.50
Curso: Why Business? What is the Role of Business in a Just and Humane Society, Promedio: 4.90
Curso: Why Smart Executives Fail: Common Mistakes & Warning Signs, Promedio: 4.90
Curso: Wilderness First Aid Specialization, Promedio: 4.80
Curso: William Shakespeare's Twelfth Night: Comedy, Conflict, and Community, Promedio: 4.70
Curso: Windows OS Forensics, Promedio: 4.70
Curso: Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan, Promedio: 4.80
Curso: Work Smarter with Microsoft Excel, Promedio: 4.70
Curso: Work Smarter with Microsoft PowerPoint, Promedio: 4.70
Curso: Work Smarter with Microsoft Word, Promedio: 4.70
Curso: Working as a Scrum Master, Promedio: 4.40
Curso: Working with the Media, Promedio: 4.50
Curso: Write A Feature Length Screenplay For Film Or Television, Promedio: 4.60
Curso: Write Your First Novel, Promedio: 4.30
Curso: Writing and Editing: Drafting, Promedio: 4.80
Curso: Writing and Editing: Revising, Promedio: 4.80
Curso: Writing and Editing: Structure and Organization, Promedio: 4.80
Curso: Writing and Editing: Word Choice and Word Order, Promedio: 4.70
Curso: ¿Cómo viajamos por la ciudad? Asignación y equilibrio en redes de transporte., Promedio: 4.90
Curso: ÉCHELLE RACE: Dépistage préhospitalier de l’AVC impliquant une occlusion de gros vaisseaux cérébraux, Promedio: 4.70
Curso: Énergie renouvelable Specialization, Promedio: 4.80
Curso: Ética y Gobierno Corporativo, Promedio: 4.70
Curso: Основы графического дизайна, Promedio: 4.90
Curso: Цифровий маркетинг і електронна комерція від Google Professional Certificate, Promedio: 4.90
Curso: أساسيات الذكاء الاصطناعي والبيانات الضخمة | AI, Promedio: 4.90
Curso: إدارة الفعاليات | Events Management, Promedio: 4.50
Curso: إدارة المشروعات من Google Professional Certificate, Promedio: 4.70
Curso: إدارة ضغوط الحياة  | Stress Management, Promedio: 4.90
Curso: الإعلان من خلال فيسبوك, Promedio: 4.70
Curso: التحدث والتواصل بثقة | Communicating With Confidence, Promedio: 4.90
Curso: التفكير الناقد | Critical Thinking, Promedio: 4.90
Curso: التميز في خدمة وإسعاد المتعاملين, Promedio: 4.90
Curso: الثقافة المالية | Financial Literacy, Promedio: 4.90
Curso: الطاقة المتجددة Specialization, Promedio: 4.80
Curso: تحقيق السعادة في بيئة العمل | Achieving Happiness at Work, Promedio: 4.90
Curso: تحليلات البيانات من Google Professional Certificate, Promedio: 4.80
Curso: لغة الجسد | Body Language, Promedio: 4.50
Curso: ما هي الإدارة ولماذا نحتاج إليها |What and Why of Management, Promedio: 4.90
Curso: مهارات إدارة المواهب | Talent Management Skills, Promedio: 4.90
Curso: مهارات تنشيط الذاكرة | Memory Enhancing Skills, Promedio: 4.90
Curso: 파이썬 단기집중과정, Promedio: 4.70
